d	n	beta_gamma_shape	sd_RE	Nm_lambda
14	208	0	0.998437042813748	1516
14	208	0	0.419468930456787	1516
14	208	0	0.659026534063742	1516
14	208	0	0.792646518908441	1516
14	208	0	0.670205163303763	1516
14	208	0	0.0472960763145238	1516
14	208	0	0.0330273162107915	1516
14	208	0	0.81114295637235	1516
14	208	0	0.430658141151071	1516
14	208	0	0.392248980235308	1516
14	208	0	0.697439979529008	1516
14	208	0	0.286021089414135	1516
14	208	0	0.47166530485265	1516
