d	n	beta_gamma_shape	sd_RE	Nm_lambda
14	208	0	0.155551438452676	1516
14	208	0	0.899767991155386	1516
14	208	0	0.0767071172595024	1516
14	208	0	0.26489198836498	1516
14	208	0	0.467308661434799	1516
14	208	0	0.981220667483285	1516
14	208	0	0.344562702812254	1516
14	208	0	0.407887425972149	1516
14	208	0	0.493291600607336	1516
14	208	0	0.650710353627801	1516
14	208	0	0.167438307777047	1516
14	208	0	0.200269541935995	1516
14	208	0	0.90336486697197	1516
