d	n	beta_gamma_shape	sd_RE	Nm_lambda
14	208	0	0.306564221857116	1516
14	208	0	0.805359579157084	1516
14	208	0	0.51231883559376	1516
14	208	0	0.455111839110032	1516
14	208	0	0.375412400811911	1516
14	208	0	0.317677159328014	1516
14	208	0	0.738975004060194	1516
14	208	0	0.696552552981302	1516
14	208	0	0.213589573744684	1516
14	208	0	0.487218722468242	1516
14	208	0	0.97275522374548	1516
14	208	0	0.0445981982629746	1516
14	208	0	0.377074219286442	1516
