d	n	beta_gamma_shape	sd_RE	Nm_lambda
14	208	0	0.602901492267847	1516
14	208	0	0.698368273908272	1516
14	208	0	0.371461047325283	1516
14	208	0	0.887756795156747	1516
14	208	0	0.654376561986282	1516
14	208	0	0.460350711131468	1516
14	208	0	0.204189382027835	1516
14	208	0	0.544413031078875	1516
14	208	0	0.825673297280446	1516
14	208	0	0.576433966401964	1516
14	208	0	0.835819164756685	1516
14	208	0	0.954157337546349	1516
14	208	0	0.348867510678247	1516
