d	n	beta_gamma_shape	sd_RE	Nm_lambda
14	208	0	0.947823856957257	1516
14	208	0	0.378856546944007	1516
14	208	0	0.438068950548768	1516
14	208	0	0.619812283432111	1516
14	208	0	0.425351380137727	1516
14	208	0	0.273514719912782	1516
14	208	0	0.711564567871392	1516
14	208	0	0.341177292400971	1516
14	208	0	0.432854729704559	1516
14	208	0	0.784658246906474	1516
14	208	0	0.588334167608991	1516
14	208	0	0.522507975576445	1516
14	208	0	0.91217030165717	1516
