d	n	beta_gamma_shape	sd_RE	Nm_lambda
14	208	0	0.633293410995975	1516
14	208	0	0.164682242786512	1516
14	208	0	0.194515631534159	1516
14	208	0	0.230011387728155	1516
14	208	0	0.236316970549524	1516
14	208	0	0.282074979273602	1516
14	208	0	0.722424046136439	1516
14	208	0	0.325214849086478	1516
14	208	0	0.341708681313321	1516
14	208	0	0.3440294819884	1516
14	208	0	0.250784977804869	1516
14	208	0	0.481158668641001	1516
14	208	0	0.191809515235946	1516
