d	n	beta_gamma_shape	sd_RE	Nm_lambda
14	208	0	0.208850604016334	1516
14	208	0	0.930635105585679	1516
14	208	0	0.485598900122568	1516
14	208	0	0.0615168395452201	1516
14	208	0	0.878838366363198	1516
14	208	0	0.12570456857793	1516
14	208	0	0.585581043269485	1516
14	208	0	0.727850522147492	1516
14	208	0	0.342621300369501	1516
14	208	0	0.580415652133524	1516
14	208	0	0.0946281088981777	1516
14	208	0	0.124607456615195	1516
14	208	0	0.904368460178375	1516
